sportmonks_fixture_id,player_id,player_name,team_id,ml_score,ml_rank,odds_rank,value_gap,composite_scorer_score,confidence_tier,target_anytime,target_first_goal,odds_implied_anytime
19609128,21045321,Érik Lira,18576,0.5792060580580215,8.0,31.0,23.0,0.47616,C,0,0,0.064857
19609128,37342718,Han-beom Lee,18567,0.5579270067140666,10.0,33.0,23.0,0.358438,D,0,0,0.05882400000000001
19609128,322964,Min-jae Kim,18567,0.5009078610267547,13.0,34.0,21.0,0.278456,D,0,0,0.05882400000000001
19609128,253754,Jorge Sánchez,18576,0.49639275815967737,15.0,32.0,17.0,0.300735,D,0,0,0.064857
19609128,37561621,Gi-hyuk Lee,18567,0.4739004886813637,19.0,35.0,16.0,0.387246,D,0,0,0.058824
19609128,321093,In-beom Hwang,18567,0.6016389620977773,7.0,23.0,16.0,0.477967,C,0,0,0.11236933333333332
19609128,37420363,Young-woo Seol,18567,0.49748789702557905,14.0,27.0,13.0,0.422886,D,0,0,0.07843166666666666
19609128,320838,Jae-sung Lee,18567,0.6525040006936205,6.0,15.0,9.0,0.537408,C,0,0,0.17283966666666664
19609128,1525399,Johan Vásquez,18576,0.4739004886813637,20.0,28.0,8.0,0.399719,D,0,0,0.076923
19609128,254052,Edson Álvarez,18576,0.4959520352118936,16.0,24.0,8.0,0.339067,D,0,0,0.10505033333333334
19609128,9967153,Kang-in Lee,18567,0.536176694969013,11.0,18.0,7.0,0.365873,D,0,0,0.1435296
19609130,37261099,Marvin Keller,18708,0.22731669171362423,19.0,,80.0,0.279747,D,0,0,
19609130,198051,Denis Zakaria,18708,0.6132006395419476,2.0,13.0,11.0,0.739399,C,0,0,0.20095666666666667
19609130,198062,Manuel Akanji,18708,0.49572276704814316,7.0,15.0,8.0,0.516608,C,0,0,0.153846
19609130,31653,Ricardo Rodríguez,18708,0.48064483346158915,8.0,16.0,8.0,0.463135,C,0,0,0.14700833333333332
19609130,198220,Michel Aebischer,18708,0.5076492292633824,4.0,11.0,7.0,0.393002,C,0,0,0.22063133333333332
19609130,1887,Granit Xhaka,18708,0.5345242262245351,3.0,8.0,5.0,0.626627,C,0,0,0.27936500000000003
19609131,97811,Gabriel,18704,0.4749339852364801,16.0,,83.0,0.337371,D,0,0,
19609131,159142,Ederson,18704,0.22731669171362423,27.0,,72.0,0.239681,D,0,0,
19609131,37537937,Chadi Riad,18551,0.5008952089356222,12.0,24.0,12.0,0.257519,D,0,0,0.04324033333333333
19609131,28716,Noussair Mazraoui,18551,0.4754214753109443,15.0,25.0,10.0,0.367351,D,0,0,0.04151433333333334
19609131,187260,Achraf Hakimi,18551,0.6621134191984159,6.0,16.0,10.0,0.55559,C,0,0,0.09569366666666668
19609131,96208,Marquinhos,18704,0.5244274835855973,11.0,20.0,9.0,0.407453,D,0,0,0.07309933333333334
19609131,21803060,Neil El Aynaoui,18551,0.5996562544002039,9.0,17.0,8.0,0.518196,C,0,0,0.09393933333333333
19609131,37559109,Bilal El Khannouss,18551,0.7403506391259036,5.0,13.0,8.0,0.566012,C,0,0,0.113519
19609131,37717176,Ayyoub Bouaddi,18551,0.4860412455192092,14.0,21.0,7.0,0.360781,D,0,0,0.07089000000000001
19609131,37540780,Zakaria El Ouahdi,18551,0.5731287119761534,10.0,15.0,5.0,0.584158,C,0,0,0.09803933333333333
19609131,159700,Casimiro,18704,0.7988584187175429,4.0,9.0,5.0,0.721252,C,0,0,0.153846
19609134,37361402,Alessandro Circati,18730,0.4739004886813637,12.0,29.0,17.0,0.355309,D,0,0,0.050961
19609134,37611899,Paul Okon-Engstler,18730,0.5792060580580215,5.0,22.0,17.0,0.464126,C,0,0,0.086247
19609134,5922,Cameron Burgess,18730,0.4739004886813637,16.0,28.0,12.0,0.359038,D,0,0,0.057265333333333335
19609134,37623379,Alex Freeman,18571,0.5792060580580215,6.0,16.0,10.0,0.482117,C,1,1,0.11666666666666665
19609134,6006074,Jacob Italiano,18730,0.4739004886813637,14.0,24.0,10.0,0.370664,D,0,0,0.076923
19609134,28543793,Jordan Bos,18730,0.522541367232818,8.0,17.0,9.0,0.393257,C,0,0,0.11328966666666666
19609134,18218609,Chris Richards,18571,0.4821544193462742,11.0,20.0,9.0,0.354182,D,0,0,0.09393933333333333
19609134,173121,Harry Souttar,18730,0.4951436119808418,10.0,19.0,9.0,0.398367,D,0,0,0.09569366666666668
19609134,4666,Aiden O'Neill,18730,0.4739004886813637,15.0,23.0,8.0,0.376178,D,0,0,0.086247
19609134,2454,Tim Ream,18571,0.4734679861722465,19.0,26.0,7.0,0.366936,D,0,0,0.07089000000000001
19609134,5640878,Sergiño Dest,18571,0.5392532680191926,7.0,12.0,5.0,0.475622,C,0,0,0.17171733333333336
19609135,31146,Oliver Baumann,18660,0.2320972477651015,43.0,,56.0,0.216888,D,0,0,
19609135,32550,Alexander Nübel,18660,0.2320972477651015,45.0,,54.0,0.216888,D,0,0,
19609135,96798,Alban Lafont,18560,0.2320972477651015,46.0,,53.0,0.216888,D,0,0,
19609135,31640130,Wilfried Singo,18560,0.5853723997037102,11.0,43.0,32.0,0.390506,D,0,0,0.05370866666666666
19609135,28931733,Odilon Kossounou,18560,0.4941408618985435,18.0,44.0,26.0,0.292559,D,0,0,0.049764
19609135,161197,Ghislain Konan,18560,0.4739004886813637,21.0,42.0,21.0,0.37633,D,0,0,0.05396833333333334
19609135,37261923,Emmanuel Agbadou,18560,0.4739004886813637,19.0,38.0,19.0,0.382081,D,0,0,0.064857
19609135,3862352,Nico Schlotterbeck,18660,0.6188738529127312,7.0,26.0,19.0,0.49666,C,0,0,0.122549
19609135,31836,Jonathan Tah,18660,0.5332691282256902,14.0,33.0,19.0,0.425425,D,0,0,0.10000000000000002
19609135,37582044,Aleksandar Pavlovic,18660,0.5714769088776134,12.0,29.0,17.0,0.522253,C,0,0,0.11428566666666667
19609135,37761103,Christ Inao Oulaï,18560,0.5076492292633824,15.0,30.0,15.0,0.26941,D,0,0,0.10886066666666668
19609135,37538035,Nathaniel Brown,18660,0.602615892184432,10.0,24.0,14.0,0.52698,D,0,0,0.14700833333333332
19609135,97319,Christopher Operi,18560,0.40171448983180114,25.0,37.0,12.0,0.437508,C,0,0,0.07340400000000001
19609135,99534,Evan Ndicka,18560,0.32235904895136597,28.0,40.0,12.0,0.253968,D,0,0,0.05882400000000001
19609135,32362,Joshua Kimmich,18660,0.6036606682809509,9.0,20.0,11.0,0.563353,C,0,0,0.166667
19609135,96943,Ibrahim Sangaré,18560,0.5017972991816323,16.0,27.0,11.0,0.301541,D,0,0,0.11752133333333332
19609135,37316600,Guela Doué,18560,0.2866990681584535,31.0,41.0,10.0,0.345544,D,0,0,0.057387
19609135,6306127,Felix Nmecha,18660,0.6955568717570657,5.0,14.0,9.0,0.590199,C,0,0,0.19943
19609135,37317015,Amad Diallo,18560,0.7636098386688152,3.0,11.0,8.0,0.536566,C,0,0,0.22887100000000002
19609135,37618570,Ousmane Diomande,18560,0.27646056730055735,34.0,39.0,5.0,0.236475,D,0,0,0.05882400000000001
19609138,34737,Mark Flekken,18694,0.22731669171362423,32.0,,67.0,0.239628,D,0,0,
19609138,20673452,Tsuyoshi Watanabe,18597,0.6995341490834043,5.0,28.0,23.0,0.477671,C,0,0,0.071484
19609138,37296248,Micky van de Ven,18694,0.593803812128671,10.0,24.0,14.0,0.483452,D,0,0,0.090909
19609138,465580,Hiroki Ito,18597,0.5076492292633824,17.0,31.0,14.0,0.239258,D,0,0,0.05436766666666667
19609138,26027,Denzel Dumfries,18694,0.797349689788555,2.0,16.0,14.0,0.66412,C,0,0,0.14017066666666667
19609138,31238688,Kaishu Sano,18597,0.5871093670984546,12.0,25.0,13.0,0.467698,D,0,0,0.08727266666666667
19609138,5270462,Ryan Gravenberch,18694,0.5984445703690187,9.0,21.0,12.0,0.487346,D,0,0,0.10185166666666667
19609138,1743,Virgil van Dijk,18694,0.670760814166983,6.0,18.0,12.0,0.556162,C,1,1,0.120098
19609138,310131,Daichi Kamada,18597,0.6587019246215361,7.0,19.0,12.0,0.545316,C,1,0,0.11446733333333332
19609138,26536,Frenkie de Jong,18694,0.5105806880814618,16.0,22.0,6.0,0.370848,D,0,0,0.10185166666666667
19609139,37590621,Mike Penders,18743,0.22731669171362423,24.0,,75.0,0.247732,D,0,0,
19609139,37459056,Nathan Ngoy,18743,0.5892214289062465,5.0,22.0,17.0,0.416611,C,0,0,0.09259266666666667
19609139,61848,Brandon Mechele,18743,0.5454593130205674,8.0,21.0,13.0,0.472756,C,0,0,0.097643
19609139,62342,Youri Tielemans,18743,0.7481887978180894,3.0,12.0,9.0,0.628917,C,0,0,0.1886306666666667
19609139,22878573,Amadou Onana,18743,0.5074667247584402,11.0,19.0,8.0,0.400093,D,0,0,0.101787
19609139,4125,Mohamed Salah,18546,0.8140718193402746,1.0,8.0,7.0,0.731756,C,0,0,0.27527533333333337
19609139,61517,Thomas Meunier,18743,0.5211510730473379,10.0,16.0,6.0,0.422642,D,0,0,0.11908566666666669
19609139,294000,Omar Marmoush,18546,0.5603312207852653,6.0,11.0,5.0,0.406344,C,0,0,0.21281433333333333
19609142,16475841,Joan García,18710,0.2320972477651015,37.0,,62.0,0.209987,D,0,0,
19609142,3130,David Raya,18710,0.2320972477651015,38.0,,61.0,0.209987,D,0,0,
19609142,24445509,Saud Abdulhamid,18562,0.5576625697562803,6.0,34.0,28.0,0.262753,C,0,0,0.041113333333333335
19609142,304104,Ali bin Mohammed bin Ali Lajami,18562,0.5076492292633824,10.0,37.0,27.0,0.208542,D,0,0,0.029131666666666667
19609142,4591900,Abdulelah Al-Amri,18562,0.7037019433264434,3.0,28.0,25.0,0.565539,C,0,0,0.05643733333333334
19609142,9274009,Hassan Tambakti,18562,0.4739004886813637,15.0,36.0,21.0,0.346415,D,0,0,0.03151266666666667
19609142,1548527,Nasser Al-Dawsari,18562,0.5076492292633824,9.0,30.0,21.0,0.217482,D,0,0,0.051354000000000004
19609142,37447182,Moteb Al-Harbi,18562,0.4739004886813637,16.0,32.0,16.0,0.351784,D,0,0,0.04485833333333333
19609142,305729,Abdullah Al-Khaibari,18562,0.4739004886813637,19.0,33.0,14.0,0.350986,D,0,0,0.04287433333333334
19609142,186299,Aymeric Laporte,18710,0.5158357137857881,7.0,20.0,13.0,0.326935,C,0,0,0.14153433333333335
19609142,8456257,Pedro Porro,18710,0.6515768820194526,4.0,16.0,12.0,0.502811,C,0,0,0.16575600000000001
19609142,37656790,Pau Cubarsí,18710,0.5011048256758758,13.0,23.0,10.0,0.405109,D,0,0,0.11680900000000001
19609142,37562153,Musab Al-Juwayr,18562,0.4739004886813637,17.0,26.0,9.0,0.370145,D,0,0,0.09049766666666666
19609142,448448,Marc Cucurella,18710,0.5023317624879244,12.0,19.0,7.0,0.382504,D,0,0,0.14353333333333332
19609142,37288420,Nawaf Boushal,18562,0.25191350988460653,30.0,35.0,5.0,0.111146,D,0,0,0.033497
19609143,99157,Yehvann Diouf,18558,0.2320972477651015,35.0,,64.0,0.204154,D,0,0,
19609143,98874,Moussa Niakhaté,18558,0.6113401562266576,8.0,35.0,27.0,0.495,C,0,0,0.05023966666666666
19609143,337394,Jules Koundé,18647,0.6054481400525521,9.0,29.0,20.0,0.480138,D,0,0,0.083333
19609143,37685630,El Hadji Malick Diouf,18558,0.551844282779708,14.0,31.0,17.0,0.38019,D,0,0,0.07407433333333334
19609143,33685,Dayot Upamecano,18647,0.6203720602545433,7.0,23.0,16.0,0.418469,C,0,0,0.08807566666666666
19609143,430403,Krépin Diatta,18558,0.5443118752085883,15.0,26.0,11.0,0.38994,D,0,0,0.083333
19609143,153244,Abdoulaye Seck,18558,0.33158971538238213,23.0,32.0,9.0,0.391692,D,0,0,0.05889766666666666
19609143,96722,Ismaïla Sarr,18558,0.8674963439189607,4.0,12.0,8.0,0.646236,C,0,0,0.16208766666666666
19609143,5270371,Aurélien Tchouaméni,18647,0.5868472362517646,10.0,16.0,6.0,0.471016,D,0,0,0.13445366666666667
19609143,433169,Pape Gueye,18558,0.5718945051825141,12.0,18.0,6.0,0.430724,D,0,0,0.117647
19609143,100556,Ibrahima Konaté,18647,0.30886854870066505,24.0,30.0,6.0,0.310935,D,0,0,0.07638866666666667
19609143,37642676,Lamine Camara,18558,0.5084622442822989,17.0,22.0,5.0,0.396736,D,0,0,0.09064299999999999
19609145,333616,Juan Musso,18644,0.23694751053509905,31.0,,68.0,0.193323,D,0,0,
19609145,186418,Gerónimo Rulli,18644,0.22731669171362423,34.0,,65.0,0.249124,D,0,0,
19609145,13590962,Rayan Aït-Nouri,18620,0.5439025769491056,9.0,30.0,21.0,0.387161,D,0,0,0.06198866666666667
19609145,62502,Ramy Bensebaini,18620,0.5947169088199333,8.0,29.0,21.0,0.440237,C,0,0,0.06286566666666667
19609145,37536482,Farès Chaïbi,18620,0.7088728970501399,5.0,19.0,14.0,0.564189,C,0,0,0.10000000000000002
19609145,937,Nabil Bentaleb,18620,0.532022055152551,12.0,26.0,14.0,0.38109,D,0,0,0.08461533333333333
19609145,2206665,Lisandro Martínez,18644,0.5245831408303998,14.0,27.0,13.0,0.406508,D,0,0,0.08021400000000001
19609145,95635,Aïssa Mandi,18620,0.491025160418428,19.0,32.0,13.0,0.361772,D,0,0,0.050961
19609145,333731,Cristian Romero,18644,0.5973380999001858,7.0,18.0,11.0,0.535384,C,0,0,0.10175433333333334
19609145,37579972,Anis Hadj Moussa,18620,0.8026424554402324,1.0,11.0,10.0,0.700302,C,0,0,0.166667
19609145,216612,Alexis Mac Allister,18644,0.7748445586662276,2.0,10.0,8.0,0.757593,C,0,0,0.188889
19609145,29709995,Enzo Fernández,18644,0.7724827102097647,3.0,8.0,5.0,0.682277,C,0,0,0.208754
19609145,10310744,Hicham Boudaoui,18620,0.5058047750098325,18.0,23.0,5.0,0.331727,D,0,0,0.08838366666666668
19609146,333616,Juan Musso,18644,0.24186720686177257,36.0,,63.0,0.165715,D,0,0,
19609146,6642434,Florian Wiegele,18643,0.2320972477651015,39.0,,60.0,0.221445,D,0,0,
19609146,186418,Gerónimo Rulli,18644,0.2320972477651015,41.0,,58.0,0.221445,D,0,0,
19609146,52873,Patrick Pentz,18643,0.2320972477651015,42.0,,57.0,0.221445,D,0,0,
19609146,33770,Stefan Posch,18643,0.6215153590599104,8.0,38.0,30.0,0.523752,C,0,0,0.069276
19609146,52867,Xaver Schlager,18643,0.5792060580580215,10.0,32.0,22.0,0.510286,C,0,0,0.087318
19609146,2206665,Lisandro Martínez,18644,0.5245096867468427,13.0,34.0,21.0,0.444022,D,0,0,0.08228966666666666
19609146,33079,Kevin Danso,18643,0.4890148097138529,20.0,40.0,20.0,0.329962,D,0,0,0.05659333333333333
19609146,31237395,Nicolas Seiwald,18643,0.5146137903399054,16.0,35.0,19.0,0.400196,D,0,0,0.08091166666666667
19609146,333731,Cristian Romero,18644,0.611772162003147,9.0,28.0,19.0,0.564553,C,0,0,0.10565100000000001
19609146,31288,David Alaba,18643,0.5004615058311913,19.0,37.0,18.0,0.283945,D,0,0,0.07597333333333334
19609146,455900,Nahuel Molina,18644,0.5162856649324677,15.0,30.0,15.0,0.346017,D,0,0,0.10508166666666667
19609146,32378,Florian Grillitsch,18643,0.40730868926883534,23.0,36.0,13.0,0.434962,C,0,0,0.08091166666666667
19609146,186848,Philipp Lienhart,18643,0.2735551643976513,29.0,41.0,12.0,0.295789,D,0,0,0.05659333333333333
19609146,459660,Romano Schmid,18643,0.6852893089388997,5.0,16.0,11.0,0.635349,C,0,0,0.16003533333333333
19609146,216612,Alexis Mac Allister,18644,0.7320645178897516,4.0,12.0,8.0,0.614263,C,0,0,0.19622633333333336
19609146,335521,Facundo Medina,18644,0.4739004886813637,22.0,29.0,7.0,0.405824,D,0,0,0.10508166666666667
19609146,29709995,Enzo Fernández,18644,0.7466241218245104,3.0,10.0,7.0,0.704339,C,0,0,0.21617533333333336
19609146,37582045,Paul Wanner,18643,0.5240073232802702,14.0,20.0,6.0,0.41611,D,0,0,0.14475800000000003
19609146,52585,Konrad Laimer,18643,0.48064104351075093,21.0,26.0,5.0,0.381564,D,0,0,0.111111
19609148,159382,Rui Silva,18701,0.2320972477651015,34.0,,65.0,0.209268,D,0,0,
19609148,330632,Utkir Yusupov,18745,0.22731669171362423,37.0,,62.0,0.237429,D,0,0,
19609148,37623459,Abdukodir Khusanov,18745,0.47486204984951197,14.0,34.0,20.0,0.347344,D,0,0,0.037546
19609148,21437431,Sherzod Nasrullaev,18745,0.4739004886813637,15.0,32.0,17.0,0.354181,D,0,0,0.05594433333333334
19609148,37509454,Abbosbek Fayzullaev,18745,0.5923012907346946,5.0,21.0,16.0,0.353874,C,0,0,0.132353
19609148,330673,Rustam Ashurmatov,18745,0.4739004886813637,19.0,35.0,16.0,0.345775,D,0,0,0.034483
19609148,37740949,Abdulla Abdullaev,18745,0.4739004886813637,16.0,29.0,13.0,0.356633,D,0,0,0.062204666666666665
19609148,37693474,Bekhruz Karimov,18745,0.4739004886813637,18.0,31.0,13.0,0.355309,D,0,0,0.05882400000000001
19609148,37593154,Renato Veiga,18701,0.5708400112888934,7.0,19.0,12.0,0.454536,C,0,0,0.137973
19609148,162536,Rúben Dias,18701,0.4875821092377104,13.0,22.0,9.0,0.328304,D,0,0,0.12962966666666667
19609148,164061,Diogo Dalot,18701,0.49562404316156755,11.0,20.0,9.0,0.475816,C,0,0,0.137973
19609148,37592729,João Neves,18701,0.6228745420462677,3.0,11.0,8.0,0.538078,C,0,0,0.22564933333333334
19609148,330674,Otabek Shukurov,18745,0.4739004886813637,20.0,27.0,7.0,0.365745,D,0,0,0.08547
19609148,37262099,Nuno Mendes,18701,0.4739004886813637,17.0,23.0,6.0,0.379023,D,1,0,0.11936933333333333
19609148,37622188,Jakhongir Urozov,18745,0.25191350988460653,27.0,33.0,6.0,0.112951,D,0,0,0.041006666666666663
19609149,540162,Dominik Kotarski,18588,0.22731669171362423,40.0,,59.0,0.23405,D,0,0,
19609149,12647,Dean Henderson,18645,0.22731669171362423,41.0,,58.0,0.23405,D,0,0,
19609149,3862426,Josip Stanisic,18588,0.629670178484069,9.0,38.0,29.0,0.442916,D,0,0,0.04151433333333334
19609149,24838191,Josko Gvardiol,18588,0.5729529827670056,15.0,33.0,18.0,0.40587,D,0,0,0.07350433333333334
19609149,73603,Mario Pašalić,18588,0.7336733760884964,3.0,21.0,18.0,0.5137,C,0,0,0.109439
19609149,133712,Martin Erlić,18588,0.5281724088217264,18.0,35.0,17.0,0.4902,C,0,0,0.055089
19609149,37562487,Nico O'Reilly,18645,0.6946252257497878,5.0,20.0,15.0,0.563964,C,0,0,0.117647
19609149,7124,Ezri Konsa,18645,0.5785725186880526,14.0,29.0,15.0,0.464748,D,0,0,0.086247
19609149,540711,Josip Sutalo,18588,0.4832693815642848,23.0,36.0,13.0,0.328291,D,0,0,0.04958066666666666
19609149,581220,Reece James,18645,0.5836072547061305,12.0,24.0,12.0,0.46783,D,0,0,0.10000000000000002
19609149,31002,Ivan Perišić,18588,0.7110166270258167,4.0,15.0,11.0,0.605255,C,0,0,0.15615633333333334
19609149,37683059,Petar Sučić,18588,0.540768680157332,16.0,25.0,9.0,0.371215,D,0,0,0.097643
19609149,36681,Marin Pongracic,18588,0.31910902989383416,31.0,39.0,8.0,0.248012,D,0,0,0.03580933333333333
19609149,37550680,Martin Baturina,18588,0.6493315430937999,7.0,14.0,7.0,0.516668,C,1,1,0.158249
19609149,982,John Stones,18645,0.4902187726964019,21.0,28.0,7.0,0.317952,D,0,0,0.086247
19609149,37543226,Toni Fruk,18588,0.6915665815715626,6.0,12.0,6.0,0.596973,C,0,0,0.18294033333333334
19609151,540162,Dominik Kotarski,18588,0.2320972477651015,35.0,,64.0,0.229945,D,0,0,
19609151,512975,César Blackman,18717,0.6004769404686351,6.0,32.0,26.0,0.512129,C,0,0,0.069276
19609151,3862426,Josip Stanisic,18588,0.5916188554706292,7.0,28.0,21.0,0.51051,C,0,0,0.09401700000000002
19609151,36681,Marin Pongracic,18588,0.5360299378703735,10.0,29.0,19.0,0.422025,D,0,0,0.07863266666666667
19609151,513103,Andrés Andrade,18717,0.4739004886813637,17.0,34.0,17.0,0.403492,D,0,0,0.05049066666666666
19609151,133712,Martin Erlić,18588,0.5646634037821141,8.0,25.0,17.0,0.634461,C,0,0,0.11011
19609151,513105,Jiovany Ramos,18717,0.4739004886813637,18.0,33.0,15.0,0.410602,D,0,0,0.06286566666666667
19609151,24837496,José Córdoba,18717,0.4739004886813637,20.0,35.0,15.0,0.4009,D,0,0,0.045977333333333335
19609151,73147,Mateo Kovacic,18588,0.6283425111529753,4.0,16.0,12.0,0.452338,C,0,0,0.16239333333333336
19609151,540711,Josip Sutalo,18588,0.489586064045913,16.0,27.0,11.0,0.416021,D,0,0,0.094794
19609151,24838191,Josko Gvardiol,18588,0.5370810929815193,9.0,20.0,11.0,0.476631,D,0,0,0.14017066666666667
19609151,512560,Amir Murillo,18717,0.5073483267327474,13.0,24.0,11.0,0.477411,D,0,0,0.117647
19609151,262495,Cristian Martínez,18717,0.4739004886813637,21.0,30.0,9.0,0.418677,D,0,0,0.076923
19609151,512926,José Luis Rodríguez,18717,0.4907643361729781,15.0,22.0,7.0,0.379284,D,0,0,0.125
19609151,31002,Ivan Perišić,18588,0.7352875604927438,2.0,8.0,6.0,0.791549,C,0,0,0.2972223333333333
19609151,37550680,Martin Baturina,18588,0.7388624635184592,1.0,6.0,5.0,0.756456,C,0,0,0.3110213333333333
19609152,37590621,Mike Penders,18743,0.2320972477651015,32.0,,67.0,0.225648,D,0,0,
19609152,296300,Ramin Rezaeian,18652,0.7689150986921695,1.0,27.0,26.0,0.659287,C,0,0,0.09401700000000002
19609152,61848,Brandon Mechele,18743,0.5970229031212041,5.0,23.0,18.0,0.548826,C,0,0,0.11568633333333334
19609152,35322,Ehsan Hajsafi,18652,0.5072156211935148,13.0,30.0,17.0,0.258853,D,0,0,0.058076666666666665
19609152,3533201,Ali Nemati,18652,0.4739004886813637,16.0,31.0,15.0,0.387146,D,0,0,0.044494
19609152,296612,Shoja Khalilzadeh,18652,0.4739004886813637,17.0,32.0,15.0,0.387146,D,0,0,0.044494
19609152,170468,Saeed Ezatolahi,18652,0.49557727854085554,15.0,29.0,14.0,0.422062,D,0,0,0.06743333333333333
19609152,37459056,Nathan Ngoy,18743,0.5359267275659214,12.0,25.0,13.0,0.412528,D,0,0,0.10085466666666666
19609152,37261879,Mohammad Mohebi,18652,0.6852893089388997,3.0,13.0,10.0,0.620244,C,0,0,0.17502766666666666
19609152,191286,Saman Ghoddos,18652,0.4739004886813637,18.0,28.0,10.0,0.409305,D,0,0,0.09049766666666666
19609152,23269659,Maxim De Cuyper,18743,0.5905288773367394,6.0,15.0,9.0,0.499906,C,0,0,0.16692266666666666
19609152,297354,Mehdi Taremi,18652,0.7184947086941771,2.0,10.0,8.0,0.650997,C,0,0,0.19769133333333336
19609152,2158212,Nicolas Raskin,18743,0.5437047011118074,11.0,18.0,7.0,0.472639,D,0,0,0.14015966666666665
19609152,61517,Thomas Meunier,18743,0.5065201961384056,14.0,19.0,5.0,0.435116,D,0,0,0.13835133333333335
19609152,62342,Youri Tielemans,18743,0.6403757932252244,4.0,9.0,5.0,0.586454,C,0,0,0.22105266666666668
19609153,4569,Jindrich Stanek,18718,0.2320972477651015,31.0,,68.0,0.223842,D,0,0,
19609153,24816824,Lukas Hornicek,18718,0.22731669171362423,32.0,,67.0,0.251703,D,0,0,
19609153,37342718,Han-beom Lee,18567,0.5512286775099607,9.0,30.0,21.0,0.375822,D,0,0,0.05676
19609153,24469159,Robin Hranac,18718,0.5940246731347983,8.0,29.0,21.0,0.373502,C,0,0,0.05882400000000001
19609153,37594544,Stepan Chaloupek,18718,0.6072701804291172,7.0,23.0,16.0,0.540005,C,0,0,0.08148166666666667
19609153,322964,Min-jae Kim,18567,0.5009078610267547,14.0,27.0,13.0,0.302198,D,0,0,0.066667
19609153,37656175,Alexandr Sojka,18718,0.5076492292633824,12.0,20.0,8.0,0.296152,D,0,0,0.09569366666666668
19609153,79540,Jaroslav Zelený,18718,0.48064104351075093,18.0,26.0,8.0,0.385597,D,0,0,0.07008566666666667
19609153,80902,Ladislav Krejci,18718,0.5348805680055639,11.0,19.0,8.0,0.504058,D,1,1,0.11574066666666667
19609153,24469162,Pavel Sulc,18718,0.7093999287770598,3.0,10.0,7.0,0.669377,C,0,0,0.20000000000000004
19609153,37420363,Young-woo Seol,18567,0.4973246292592048,15.0,22.0,7.0,0.444653,D,0,0,0.08611133333333333
